,service_name,api_name,timestamp,duration,traceId
3521,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:19,24.343000,ffaace6fe3a1e61c
4571,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:19,1.46000,b424cf6e71e69e0a
7273,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:19,7.436000,681d3a1598344037
3520,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:19,14.900000,e0e1949ba92712ff
8705,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:20,8.281000,1f221448e512d521
8704,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:20,0.972000,98736f1024bd6793
4568,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:20,8.361000,459a15b94c4ce478
114,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:20,31.672000,293145343e44f74b
119,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:21,36.833000,6f1e173153ba561c
115,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:21,1.687000,6c2bee407d468b36
7274,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:21,13.952000,3cd8afc479bdbc71
4567,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:21,14.737000,e70aa0fb684f65c6
116,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:22,14.607000,633f8bf37f122f3c
4566,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:22,45.324000,09b1841a3253a753
7275,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:22,1.634000,0d16ca4f845e5e91
3525,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:22,12.227000,fd7836d8dc8e6fce
4572,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:23,1.801000,083500f03c98cf84
4573,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:23,9.235000,1a0a00b2f92b343e
3526,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:23,15.363000,c5265ed3cabc487d
7278,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:23,43.726000,48bcac0cbb3ccc41
3524,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:24,15.898000,d668843f82a78612
8702,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:24,49.676000,351c85a4caa8f9a0
7279,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:24,11.664000,5015b5c20f42044d
7282,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:24,1.804000,40411a605d2625ac
8701,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:25,13.732000,25f29b7874194b69
7280,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:25,1.375000,f309e1f8d2414c3e
7281,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:25,18.391000,f0620a93453ae1f9
117,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:25,49.143000,fe05021dcf4f8039
123,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:26,13.751000,a643eecca676a46d
124,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:26,1.426000,02cf3fb7386743cc
3527,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:26,7.175000,ce5e864b1e68dbfd
4577,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:26,14.80000,753f5850b032e69a
8192,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:27,7.507000,b8cfa06d37ae8042
122,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:27,25.104000,bccf59833c7db002
7276,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:27,0.978000,03e89b5cc59a06eb
7277,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:27,7.717000,0e7e4370b6dbd2e8
7283,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:28,10.550000,a8a6259575e4d9ff
4576,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:28,30.109000,25f0224a876a4e97
8191,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:28,1.140000,0fcbd65ea40a7799
3522,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:28,10.132000,8a42fd6b10dada82
8187,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:29,14.53000,6cb794ede9fda276
3523,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:29,15.955000,9ca81c8474703904
121,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:29,46.354000,102fc273b29ae141
4574,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:29,1.580000,1db841eeaf077596
8185,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:30,12.393000,87a07af9735d3e9b
8186,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:30,14.712000,125db4cf69e45c21
4575,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:30,1.720000,4af9340590841fc6
7284,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:30,45.365000,be6ceb559d1bcba4
8189,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:31,12.717000,88cc91973a940ab7
3460,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:31,49.947000,67a9610ed3d8c965
8188,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:31,14.203000,7574c70ba10fa467
8190,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:31,1.653000,504d0c4795ce37a2
3457,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:32,8.7000,a9e09412518856f7
